videoname,poi,context,value
15140,Donald Trump,15140,
15141,Harry Truman,15141,
15142,Donald Trump,15142,
15143,Robert Kardashian,15143,
15144,Bernie Sanders,15144,
15145,Christopher Hitchens,15145,
15146,Barack Obama,15146,
15147,Bernie Sanders,15147,
15148,Bernie Sanders,15148,
15149,Ayn Rand,15149,
15150,Christopher Hitchens,15150,
15151,Alec Guinness,15151,
15152,Donald Trump,15152,
15153,Alec Guinness,15153,
15154,Milton Friedman,15154,
15155,JFK,15155,
15156,Bill Clinton,15156,
15157,Alec Guinness,15157,
15158,Barack Obama,15158,
15159,JFK,15159,
15160,Alec Guinness,15160,
15161,Bob Ross,15161,
15162,Alec Guinness,15162,
15163,Bernie Sanders,15163,
15164,Bernie Sanders,15164,
15165,Arnold Schwarzenegger,15165,
15166,Ronald Reagan,15166,
15167,Alec Guinness,15167,
15168,Bernie Sanders,15168,
15169,2Pac,15169,
15170,Dwight Eisenhower,15170,
15171,Martin Luther King,15171,
15172,Nelson Mandela,15172,
15173,Barack Obama,15173,
15174,Barack Obama,15174,
15175,Bill Clinton,15175,
15176,Barack Obama,15176,
15177,Ayn Rand,15177,
15178,Bernie Sanders,15178,
15179,George W. Bush,15179,
15180,Bernie Sanders,15180,
15181,Alec Guinness,15181,
15182,Alec Guinness,15182,
15183,Nelson Mandela,15183,
15184,Barack Obama,15184,
15185,Alec Guinness,15185,
15186,Adam Driver,15186,
15187,Alec Guinness,15187,
15188,Alec Guinness,15188,
15189,George W. Bush,15189,
15190,Barack Obama,15190,
15191,Adam Driver,15191,
15192,Ayn Rand,15192,
15193,Ronald Reagan,15193,
15194,Ayn Rand,15194,
15195,Gilbert Gottfried,15195,
15196,Donald Trump,15196,
15197,Donald Trump,15197,
15198,Barack Obama,15198,
15199,Barack Obama,15199,
15200,FDR,15200,
15201,Adam Driver,15201,
15202,Barack Obama,15202,
15203,Milton Friedman,15203,
15204,Donald Trump,15204,
15205,Alec Guinness,15205,
15206,Bill Clinton,15206,
15207,Barack Obama,15207,
15208,Alan Watts,15208,
15209,Winston Churchill,15209,
15210,Donald Trump,15210,
15211,Alec Guinness,15211,
15212,Donald Trump,15212,
15213,Alec Guinness,15213,
15214,Alec Guinness,15214,
15215,Donald Trump,15215,
15216,Nelson Mandela,15216,
15217,Alec Guinness,15217,
15218,Bill Clinton,15218,
15219,Louis Farrakhan,15219,
15220,Alan Watts,15220,
15221,Louis Farrakhan,15221,
15222,Donald Trump,15222,
15223,Barack Obama,15223,
15224,Bernie Sanders,15224,
15225,JFK,15225,
15226,Barack Obama,15226,
15227,Ayn Rand,15227,
15228,Christopher Hitchens,15228,
15229,Nelson Mandela,15229,
15230,Dwight Eisenhower,15230,
15231,Mark Zuckerberg,15231,
15232,Barack Obama,15232,
15233,Richard Nixon,15233,
15234,Gilbert Gottfried,15234,
15235,Barack Obama,15235,
15236,Alec Guinness,15236,
15237,Donald Trump,15237,
15238,Alec Guinness,15238,
15239,Milton Friedman,15239,
15240,Martin Luther King,15240,
15241,Alec Guinness,15241,
15242,Adam Driver,15242,
15243,Barack Obama,15243,
15244,Barack Obama,15244,
15245,Ayn Rand,15245,
15246,Richard Nixon,15246,
15247,Ayn Rand,15247,
15248,Bill Clinton,15248,
15249,Bob Ross,15249,
15250,Arnold Schwarzenegger,15250,
15251,Nelson Mandela,15251,
15252,Barack Obama,15252,
15253,Barack Obama,15253,
15254,Frank Sinatra,15254,
15255,Ayn Rand,15255,
15256,Boris Johnson,15256,
15257,Bernie Sanders,15257,
15258,Barack Obama,15258,
15259,Bernie Sanders,15259,
15260,Winston Churchill,15260,
15261,Gilbert Gottfried,15261,
15262,Alec Guinness,15262,
15263,Bill Clinton,15263,
15264,Bill Clinton,15264,
15265,Ayn Rand,15265,
15266,Ronald Reagan,15266,
15267,Winston Churchill,15267,
15268,The Notorious B.I.G.,15268,
15269,Donald Trump,15269,
15270,FDR,15270,
15271,Milton Friedman,15271,
15272,Ronald Reagan,15272,
15273,Norm MacDonald,15273,
15274,FDR,15274,
15275,Barack Obama,15275,
15276,Donald Trump,15276,
15277,Barack Obama,15277,
15278,Donald Trump,15278,
15279,Ayn Rand,15279,
15280,Bill Clinton,15280,
15281,Richard Nixon,15281,
15282,Barack Obama,15282,
15283,Bill Clinton,15283,
15284,Donald Trump,15284,
15285,Alec Guinness,15285,
15286,Dwight Eisenhower,15286,
15287,Christopher Hitchens,15287,
15288,Barack Obama,15288,
15289,Alec Guinness,15289,
15290,Ronald Reagan,15290,
15291,Milton Friedman,15291,
15292,Bernie Sanders,15292,
15293,Bernie Sanders,15293,
15294,Arnold Schwarzenegger,15294,
15295,Alan Watts,15295,
15296,Ayn Rand,15296,
15297,Bernie Sanders,15297,
15298,Nelson Mandela,15298,
15299,Bill Clinton,15299,
15300,Alec Guinness,15300,
15301,Donald Trump,15301,
15302,Bernie Sanders,15302,
15303,Winston Churchill,15303,
15304,Alan Watts,15304,
15305,The Notorious B.I.G.,15305,
15306,JFK,15306,
15307,Bernie Sanders,15307,
15308,Dwight Eisenhower,15308,
15309,Mark Zuckerberg,15309,
15310,Donald Trump,15310,
15311,Donald Trump,15311,
15312,Alec Guinness,15312,
15313,Donald Trump,15313,
15314,Barack Obama,15314,
15315,Bernie Sanders,15315,
15316,Donald Trump,15316,
15317,Bernie Sanders,15317,
15318,Donald Trump,15318,
15319,George Carlin,15319,
15320,Barack Obama,15320,
15321,Kanye West,15321,
15322,Alec Guinness,15322,
15323,Barack Obama,15323,
15324,Bill Clinton,15324,
15325,Ayn Rand,15325,
15326,George W. Bush,15326,
15327,Martin Luther King,15327,
15328,Ayn Rand,15328,
15329,Alec Guinness,15329,
15330,Richard Nixon,15330,
15331,Mr. Rogers,15331,
15332,Richard Nixon,15332,
15333,Barack Obama,15333,
15334,Winston Churchill,15334,
15335,Bill Burr,15335,
15336,Alec Guinness,15336,
15337,Donald Trump,15337,
15338,Winston Churchill,15338,
15339,Donald Trump,15339,
15340,Calvin Coolidge,15340,
15341,Bernie Sanders,15341,
15342,Milton Friedman,15342,
15343,Tucker Carlson,15343,
15344,Barack Obama,15344,
15345,Barack Obama,15345,
15346,Bernie Sanders,15346,
15347,Barack Obama,15347,
15348,Winston Churchill,15348,
15349,Ronald Reagan,15349,
15350,Donald Trump,15350,
15351,Ayn Rand,15351,
15352,Winston Churchill,15352,
15353,Alec Guinness,15353,
15354,Ronald Reagan,15354,
15355,Donald Trump,15355,
15356,Ayn Rand,15356,
15357,Ayn Rand,15357,
15358,Donald Trump,15358,
15359,Ayn Rand,15359,
15360,Barack Obama,15360,
15361,Bernie Sanders,15361,
15362,Donald Trump,15362,
15363,Billie Eilish,15363,
15364,Queen Elizabeth II,15364,
15365,Alec Guinness,15365,
15366,Martin Luther King,15366,
15367,Ronald Reagan,15367,
15368,Bill Clinton,15368,
15369,Milton Friedman,15369,
15370,Barack Obama,15370,
15371,Mark Zuckerberg,15371,
15372,Christopher Hitchens,15372,
15373,Bernie Sanders,15373,
15374,Christopher Hitchens,15374,
15375,Bernie Sanders,15375,
15376,Winston Churchill,15376,
15377,Bernie Sanders,15377,
15378,Barack Obama,15378,
15379,Barack Obama,15379,
15380,Richard Nixon,15380,
15381,Dave Chappelle,15381,
15382,Donald Trump,15382,
15383,Alec Guinness,15383,
15384,Louis Farrakhan,15384,
15385,Alec Guinness,15385,
15386,Mark Zuckerberg,15386,
15387,Ronald Reagan,15387,
15388,Martin Luther King,15388,
15389,Barack Obama,15389,
15390,Ayn Rand,15390,
15391,Bernie Sanders,15391,
15392,Ronald Reagan,15392,
15393,Alec Guinness,15393,
15394,Bill Clinton,15394,
15395,Milton Friedman,15395,
15396,Barack Obama,15396,
15397,Donald Trump,15397,
15398,Dwight Eisenhower,15398,
15399,Ronald Reagan,15399,
15400,Barack Obama,15400,
15401,Ronald Reagan,15401,
15402,Calvin Coolidge,15402,
15403,Alec Guinness,15403,
15404,Barack Obama,15404,
15405,Alec Guinness,15405,
15406,Barack Obama,15406,
15407,Barack Obama,15407,
15408,Christopher Hitchens,15408,
15409,Barack Obama,15409,
15410,Christopher Hitchens,15410,
15411,Nelson Mandela,15411,
15412,Bill Clinton,15412,
15413,Bill Clinton,15413,
15414,Ayn Rand,15414,
15415,Barack Obama,15415,
15416,Gilbert Gottfried,15416,
15417,Bernie Sanders,15417,
15418,Alec Guinness,15418,
15419,Martin Luther King,15419,
15420,Martin Luther King,15420,
15421,Nelson Mandela,15421,
15422,Winston Churchill,15422,
15423,Bernie Sanders,15423,
15424,Ayn Rand,15424,
15425,Bernie Sanders,15425,
15426,Christopher Hitchens,15426,
15427,Bernie Sanders,15427,
15428,Martin Luther King,15428,
15429,Mark Zuckerberg,15429,
15430,Alec Guinness,15430,
15431,Bernie Sanders,15431,
15432,Christopher Hitchens,15432,
15433,Bill Burr,15433,
15434,Alec Guinness,15434,
15435,George W. Bush,15435,
15436,Bernie Sanders,15436,
15437,Barack Obama,15437,
15438,Ayn Rand,15438,
15439,Barack Obama,15439,
15440,Barack Obama,15440,
15441,Milton Friedman,15441,
15442,Ayn Rand,15442,
15443,Richard Nixon,15443,
15444,FDR,15444,
15445,Winston Churchill,15445,
15446,Bernie Sanders,15446,
15447,Alec Guinness,15447,
15448,Ayn Rand,15448,
15449,Alec Guinness,15449,
15450,Ayn Rand,15450,
15451,Malcolm X,15451,
15452,Alexandria Ocasio-Cortez,15452,
15453,JFK,15453,
15454,Alec Guinness,15454,
15455,FDR,15455,
15456,Bill Burr,15456,
15457,Donald Trump,15457,
15458,Donald Trump,15458,
15459,Tucker Carlson,15459,
15460,Bill Clinton,15460,
15461,Barack Obama,15461,
15462,Alec Guinness,15462,
15463,FDR,15463,
15464,Alec Guinness,15464,
15465,Bernie Sanders,15465,
15466,Christopher Hitchens,15466,
15467,Jerry Seinfeld,15467,
15468,Alan Watts,15468,
15469,Christopher Hitchens,15469,
15470,George Carlin,15470,
15471,Ayn Rand,15471,
15472,Donald Trump,15472,
15473,Barack Obama,15473,
15474,Milton Friedman,15474,
15475,Donald Trump,15475,
15476,2Pac,15476,
15477,Donald Trump,15477,
15478,FDR,15478,
15479,Barack Obama,15479,
15480,Barack Obama,15480,
15481,Donald Trump,15481,
15482,Ronald Reagan,15482,
15483,Martin Luther King,15483,
15484,Alec Guinness,15484,
15485,Robert Kardashian,15485,
15486,Christopher Hitchens,15486,
15487,Bob Ross,15487,
15488,Bill Clinton,15488,
15489,Louis Farrakhan,15489,
15490,Bill Clinton,15490,
15491,Barack Obama,15491,
15492,Barack Obama,15492,
15493,Barack Obama,15493,
15494,Bill Clinton,15494,
15495,Ayn Rand,15495,
15496,Bernie Sanders,15496,
15497,Ayn Rand,15497,
15498,Nelson Mandela,15498,
15499,Ronald Reagan,15499,
15500,Donald Trump,15500,
15501,Martin Luther King,15501,
15502,Mark Zuckerberg,15502,
15503,Donald Trump,15503,
15504,The Notorious B.I.G.,15504,
15505,Bill Clinton,15505,
15506,Milton Friedman,15506,
15507,Barack Obama,15507,
15508,Ayn Rand,15508,
15509,Donald Trump,15509,
15510,Barack Obama,15510,
15511,Barack Obama,15511,
15512,Alec Guinness,15512,
15513,Alan Watts,15513,
15514,Barack Obama,15514,
15515,Barack Obama,15515,
15516,Alec Guinness,15516,
15517,Donald Trump,15517,
15518,Bill Clinton,15518,
15519,Boris Johnson,15519,
15520,Bill Clinton,15520,
15521,Bernie Sanders,15521,
15522,John Cleese,15522,
15523,Christopher Hitchens,15523,
15524,Adam Driver,15524,
15525,Donald Trump,15525,
15526,Alexandria Ocasio-Cortez,15526,
15527,Ayn Rand,15527,
15528,JFK,15528,
15529,Barack Obama,15529,
15530,Alec Guinness,15530,
15531,Winston Churchill,15531,
15532,Barack Obama,15532,
15533,Ronald Reagan,15533,
15534,Bill Clinton,15534,
15535,Christopher Hitchens,15535,
15536,FDR,15536,
15537,Alexandria Ocasio-Cortez,15537,
15538,Ayn Rand,15538,
15539,Bob Ross,15539,
15540,The Notorious B.I.G.,15540,
15541,Barack Obama,15541,
15542,Bernie Sanders,15542,
15543,Bill Clinton,15543,
15544,Alan Watts,15544,
15545,Bernie Sanders,15545,
15546,Donald Trump,15546,
15547,Bernie Sanders,15547,
15548,Ayn Rand,15548,
15549,Milton Friedman,15549,
15550,Ayn Rand,15550,
15551,Ronald Reagan,15551,
15552,Ayn Rand,15552,
15553,Donald Trump,15553,
15554,Christopher Hitchens,15554,
15555,Boris Johnson,15555,
15556,Martin Luther King,15556,
15557,Ronald Reagan,15557,
15558,Milton Friedman,15558,
15559,Bill Clinton,15559,
15560,Christopher Hitchens,15560,
15561,Christopher Hitchens,15561,
15562,Barack Obama,15562,
15563,Alec Guinness,15563,
15564,Alec Guinness,15564,
15565,Ayn Rand,15565,
15566,Ronald Reagan,15566,
15567,FDR,15567,
15568,Donald Trump,15568,
15569,Barack Obama,15569,
15570,Alec Guinness,15570,
15571,Christopher Hitchens,15571,
15572,Bernie Sanders,15572,
15573,Barack Obama,15573,
15574,Bernie Sanders,15574,
15575,Arnold Schwarzenegger,15575,
15576,Orson Welles,15576,
15577,Barack Obama,15577,
15578,Gilbert Gottfried,15578,
15579,Alec Guinness,15579,
15580,Martin Luther King,15580,
15581,Martin Luther King,15581,
15582,Bernie Sanders,15582,
15583,Barack Obama,15583,
15584,Donald Trump,15584,
15585,Alec Guinness,15585,
15586,Mark Zuckerberg,15586,
15587,Bill Burr,15587,
15588,Ayn Rand,15588,
15589,FDR,15589,
15590,Calvin Coolidge,15590,
15591,Alan Watts,15591,
15592,Barack Obama,15592,
15593,Ayn Rand,15593,
15594,Barack Obama,15594,
15595,Christopher Hitchens,15595,
15596,Ronald Reagan,15596,
15597,Alec Guinness,15597,
15598,Ayn Rand,15598,
15599,JFK,15599,
15600,Donald Trump,15600,
15601,Queen Elizabeth II,15601,
15602,Winston Churchill,15602,
15603,Ayn Rand,15603,
15604,Bill Clinton,15604,
15605,Bill Clinton,15605,
15606,Ayn Rand,15606,
15607,Barack Obama,15607,
15608,Robert Kardashian,15608,
15609,Bill Clinton,15609,
15610,Ronald Reagan,15610,
15611,Donald Trump,15611,
15612,Barack Obama,15612,
15613,Bernie Sanders,15613,
15614,JFK,15614,
15615,Alec Guinness,15615,
15616,Donald Trump,15616,
15617,Boris Johnson,15617,
15618,Ayn Rand,15618,
15619,Donald Trump,15619,
15620,Christopher Hitchens,15620,
15621,Donald Trump,15621,
15622,Alec Guinness,15622,
15623,Barack Obama,15623,
15624,Alec Guinness,15624,
15625,Martin Luther King,15625,
15626,Donald Trump,15626,
15627,Bill Clinton,15627,
15628,John Cleese,15628,
15629,Bill Burr,15629,
15630,Christopher Hitchens,15630,
15631,Alec Guinness,15631,
15632,Dwight Eisenhower,15632,
15633,2Pac,15633,
15634,Alec Guinness,15634,
15635,Jeff Goldblum,15635,
15636,Jeff Goldblum,15636,
15637,Milton Friedman,15637,
15638,Bernie Sanders,15638,
15639,Bill Clinton,15639,
15640,Donald Trump,15640,
15641,Louis Farrakhan,15641,
15642,Alexandria Ocasio-Cortez,15642,
15643,Milton Friedman,15643,
15644,Donald Trump,15644,
15645,Barack Obama,15645,
15646,George Carlin,15646,
15647,Donald Trump,15647,
15648,Alec Guinness,15648,
15649,The Notorious B.I.G.,15649,
15650,JFK,15650,
15651,Donald Trump,15651,
15652,Barack Obama,15652,
15653,Ronald Reagan,15653,
15654,Martin Luther King,15654,
15655,Barack Obama,15655,
15656,Ayn Rand,15656,
15657,Nelson Mandela,15657,
15658,Barack Obama,15658,
15659,Mark Zuckerberg,15659,
15660,Lyndon Johnson,15660,
15661,FDR,15661,
15662,Richard Nixon,15662,
15663,Alec Guinness,15663,
15664,Alexandria Ocasio-Cortez,15664,
15665,Louis Farrakhan,15665,
15666,Ayn Rand,15666,
15667,Winston Churchill,15667,
15668,Arnold Schwarzenegger,15668,
15669,Winston Churchill,15669,
15670,Barack Obama,15670,
15671,Ayn Rand,15671,
15672,Bernie Sanders,15672,
15673,Ronald Reagan,15673,
15674,Bill Clinton,15674,
15675,Alec Guinness,15675,
15676,Mark Zuckerberg,15676,
15677,Donald Trump,15677,
15678,Donald Trump,15678,
15679,Martin Luther King,15679,
15680,Bill Burr,15680,
15681,Christopher Hitchens,15681,
15682,Barack Obama,15682,
15683,Bill Clinton,15683,
15684,Bill Clinton,15684,
15685,Alec Guinness,15685,
15686,Dwight Eisenhower,15686,
15687,Ronald Reagan,15687,
15688,Ayn Rand,15688,
15689,Harry Truman,15689,
15690,Bernie Sanders,15690,
15691,Barack Obama,15691,
15692,Bob Ross,15692,
15693,Barack Obama,15693,
15694,Barack Obama,15694,
15695,Bernie Sanders,15695,
15696,Frank Sinatra,15696,
15697,Alec Guinness,15697,
15698,The Notorious B.I.G.,15698,
15699,Donald Trump,15699,
15700,Ayn Rand,15700,
15701,Boris Johnson,15701,
15702,Bill Clinton,15702,
15703,Arnold Schwarzenegger,15703,
15704,Ronald Reagan,15704,
15705,Barack Obama,15705,
15706,Martin Luther King,15706,
15707,Ronald Reagan,15707,
15708,Donald Trump,15708,
15709,Alexandria Ocasio-Cortez,15709,
15710,Malcolm X,15710,
15711,Ayn Rand,15711,
15712,Christopher Hitchens,15712,
15713,Bernie Sanders,15713,
15714,Donald Trump,15714,
15715,Nelson Mandela,15715,
15716,Alec Guinness,15716,
15717,Barack Obama,15717,
15718,Donald Trump,15718,
15719,JFK,15719,
15720,Alec Guinness,15720,
15721,Alan Watts,15721,
15722,Orson Welles,15722,
15723,Barack Obama,15723,
15724,Donald Trump,15724,
15725,Bernie Sanders,15725,
15726,Alec Guinness,15726,
15727,Bob Ross,15727,
15728,Bernie Sanders,15728,
15729,Alec Guinness,15729,
15730,Martin Luther King,15730,
15731,Ayn Rand,15731,
15732,Bill Clinton,15732,
15733,Bernie Sanders,15733,
15734,Ayn Rand,15734,
15735,Queen Elizabeth II,15735,
15736,Alec Guinness,15736,
15737,Martin Luther King,15737,
15738,Bill Burr,15738,
15739,Alec Guinness,15739,
15740,Ayn Rand,15740,
15741,FDR,15741,
15742,Barack Obama,15742,
15743,Barack Obama,15743,
15744,Donald Trump,15744,
15745,William F. Buckley,15745,
15746,Bernie Sanders,15746,
15747,Barack Obama,15747,
15748,Alec Guinness,15748,
15749,Ronald Reagan,15749,
15750,Barack Obama,15750,
15751,Bernie Sanders,15751,
15752,Ayn Rand,15752,
15753,Bill Clinton,15753,
15754,Barack Obama,15754,
15755,Louis C.K.,15755,
15756,Alec Guinness,15756,
15757,Martin Luther King,15757,
15758,Donald Trump,15758,
15759,FDR,15759,
15760,Alec Guinness,15760,
15761,Alec Guinness,15761,
15762,Alan Watts,15762,
15763,Martin Luther King,15763,
15764,Bob Ross,15764,
15765,Bernie Sanders,15765,
15766,FDR,15766,
15767,Richard Nixon,15767,
15768,Ayn Rand,15768,
15769,Barack Obama,15769,
15770,Alec Guinness,15770,
15771,Mr. Rogers,15771,
15772,Alec Guinness,15772,
15773,Bernie Sanders,15773,
15774,Ayn Rand,15774,
15775,Bill Clinton,15775,
15776,Bernie Sanders,15776,
15777,Queen Elizabeth II,15777,
15778,Ayn Rand,15778,
15779,Alec Guinness,15779,
15780,Richard Nixon,15780,
15781,Bill Clinton,15781,
15782,Barack Obama,15782,
15783,Adam Driver,15783,
15784,Ayn Rand,15784,
15785,Gilbert Gottfried,15785,
15786,The Notorious B.I.G.,15786,
15787,Adam Driver,15787,
15788,JFK,15788,
15789,Alec Guinness,15789,
15790,Ayn Rand,15790,
15791,Nelson Mandela,15791,
15792,Alec Guinness,15792,
15793,Donald Trump,15793,
15794,Bernie Sanders,15794,
15795,Arnold Schwarzenegger,15795,
15796,Boris Johnson,15796,
15797,Alec Guinness,15797,
15798,Adam Driver,15798,
15799,Alec Guinness,15799,
15800,Donald Trump,15800,
15801,Donald Trump,15801,
15802,Bernie Sanders,15802,
15803,The Notorious B.I.G.,15803,
15804,Barack Obama,15804,
15805,Donald Trump,15805,
15806,Bernie Sanders,15806,
15807,Bernie Sanders,15807,
15808,Milton Friedman,15808,
15809,Barack Obama,15809,
15810,Alec Guinness,15810,
15811,Bill Clinton,15811,
15812,Winston Churchill,15812,
15813,Barack Obama,15813,
15814,JFK,15814,
15815,Bill Clinton,15815,
15816,Kanye West,15816,
15817,Alec Guinness,15817,
15818,Alec Guinness,15818,
15819,Dwight Eisenhower,15819,
15820,George W. Bush,15820,
15821,Nick Offerman,15821,
15822,FDR,15822,
15823,Ayn Rand,15823,
15824,Alec Guinness,15824,
15825,Barack Obama,15825,
15826,Barack Obama,15826,
15827,Ayn Rand,15827,
15828,Donald Trump,15828,
15829,William F. Buckley,15829,
15830,Bill Clinton,15830,
15831,Bernie Sanders,15831,
15832,Ronald Reagan,15832,
15833,Donald Trump,15833,
15834,Milton Friedman,15834,
15835,Alec Guinness,15835,
15836,John Cleese,15836,
15837,Donald Trump,15837,
15838,Barack Obama,15838,
15839,Alec Guinness,15839,
15840,Bill Clinton,15840,
15841,Alec Guinness,15841,
15842,Alec Guinness,15842,
15843,Donald Trump,15843,
15844,Bill Clinton,15844,
15845,Donald Trump,15845,
15846,Bernie Sanders,15846,
15847,Dwight Eisenhower,15847,
15848,Martin Luther King,15848,
15849,Bernie Sanders,15849,
15850,Alec Guinness,15850,
15851,Bill Clinton,15851,
15852,Nelson Mandela,15852,
15853,Nelson Mandela,15853,
15854,Alec Guinness,15854,
15855,Ayn Rand,15855,
15856,Barack Obama,15856,
15857,Bill Clinton,15857,
15858,Bill Clinton,15858,
15859,Louis Farrakhan,15859,
15860,Frank Sinatra,15860,
15861,Ayn Rand,15861,
15862,Alec Guinness,15862,
15863,Alec Guinness,15863,
15864,Alec Guinness,15864,
15865,Christopher Hitchens,15865,
15866,Martin Luther King,15866,
15867,Bill Clinton,15867,
15868,Bernie Sanders,15868,
15869,Richard Nixon,15869,
15870,Nelson Mandela,15870,
15871,Queen Elizabeth II,15871,
15872,Ronald Reagan,15872,
15873,Donald Trump,15873,
15874,Ayn Rand,15874,
15875,Alan Watts,15875,
15876,Alec Guinness,15876,
15877,Donald Trump,15877,
15878,Alec Guinness,15878,
15879,Alec Guinness,15879,
15880,Christopher Hitchens,15880,
15881,Alec Guinness,15881,
15882,Bernie Sanders,15882,
15883,Louis Farrakhan,15883,
15884,Alan Watts,15884,
15885,Dwight Eisenhower,15885,
15886,Donald Trump,15886,
15887,Bernie Sanders,15887,
15888,Boris Johnson,15888,
15889,Barack Obama,15889,
15890,Ronald Reagan,15890,
15891,Bernie Sanders,15891,
15892,Bernie Sanders,15892,
15893,Ayn Rand,15893,
15894,Donald Trump,15894,
15895,Winston Churchill,15895,
15896,Donald Trump,15896,
15897,Donald Trump,15897,
15898,Mark Zuckerberg,15898,
15899,Ayn Rand,15899,
15900,Kamala Harris,15900,
15901,Ronald Reagan,15901,
15902,Barack Obama,15902,
15903,Alec Guinness,15903,
15904,Alec Guinness,15904,
15905,Donald Trump,15905,
15906,Ronald Reagan,15906,
15907,Alan Watts,15907,
15908,Milton Friedman,15908,
15909,Ayn Rand,15909,
15910,Donald Trump,15910,
15911,Barack Obama,15911,
15912,Alexandria Ocasio-Cortez,15912,
15913,Barack Obama,15913,
15914,Alec Guinness,15914,
15915,Alec Guinness,15915,
15916,Christopher Hitchens,15916,
15917,Bernie Sanders,15917,
15918,Bill Clinton,15918,
15919,Barack Obama,15919,
15920,Christopher Hitchens,15920,
15921,Christopher Hitchens,15921,
15922,Alec Guinness,15922,
15923,Alec Guinness,15923,
15924,Bernie Sanders,15924,
15925,Ayn Rand,15925,
15926,Nelson Mandela,15926,
15927,Christopher Hitchens,15927,
15928,Ayn Rand,15928,
15929,Barack Obama,15929,
15930,Alec Guinness,15930,
15931,Donald Trump,15931,
15932,Donald Trump,15932,
15933,Alec Guinness,15933,
15934,Alexandria Ocasio-Cortez,15934,
15935,Bill Clinton,15935,
15936,Ayn Rand,15936,
15937,Ayn Rand,15937,
15938,Bernie Sanders,15938,
15939,Alec Guinness,15939,
15940,Boris Johnson,15940,
15941,Milton Friedman,15941,
15942,Alan Watts,15942,
15943,Christopher Hitchens,15943,
15944,Queen Elizabeth II,15944,
15945,Alan Watts,15945,
15946,Christopher Hitchens,15946,
15947,Barack Obama,15947,
15948,Ronald Reagan,15948,
15949,Dwight Eisenhower,15949,
15950,Jeff Goldblum,15950,
15951,Bernie Sanders,15951,
15952,Alan Watts,15952,
15953,Ayn Rand,15953,
15954,Bernie Sanders,15954,
15955,Bernie Sanders,15955,
15956,Christopher Hitchens,15956,
15957,Barack Obama,15957,
15958,Mr. Rogers,15958,
15959,Alec Guinness,15959,
15960,Milton Friedman,15960,
15961,Bill Clinton,15961,
15962,Ronald Reagan,15962,
15963,Bill Clinton,15963,
15964,Milton Friedman,15964,
15965,Alexandria Ocasio-Cortez,15965,
15966,Ayn Rand,15966,
15967,Ronald Reagan,15967,
15968,Norm MacDonald,15968,
15969,Barack Obama,15969,
15970,Mark Zuckerberg,15970,
15971,Gilbert Gottfried,15971,
15972,Bernie Sanders,15972,
15973,Alan Watts,15973,
15974,Donald Trump,15974,
15975,Nelson Mandela,15975,
15976,Martin Luther King,15976,
15977,Alexandria Ocasio-Cortez,15977,
15978,Barack Obama,15978,
15979,Ayn Rand,15979,
15980,Barack Obama,15980,
15981,Ayn Rand,15981,
15982,Barack Obama,15982,
15983,Donald Trump,15983,
15984,Alec Guinness,15984,
15985,Christopher Hitchens,15985,
15986,Ronald Reagan,15986,
15987,Donald Trump,15987,
15988,Ayn Rand,15988,
15989,Winston Churchill,15989,
15990,Barack Obama,15990,
15991,Ronald Reagan,15991,
15992,Martin Luther King,15992,
15993,Arnold Schwarzenegger,15993,
15994,George Carlin,15994,
15995,The Notorious B.I.G.,15995,
15996,Milton Friedman,15996,
15997,Barack Obama,15997,
15998,Ayn Rand,15998,
15999,Nelson Mandela,15999,
16000,Bill Clinton,16000,
16001,Christopher Hitchens,16001,
16002,Barack Obama,16002,
16003,Ayn Rand,16003,
16004,Queen Elizabeth II,16004,
16005,Barack Obama,16005,
16006,Donald Trump,16006,
16007,Winston Churchill,16007,
16008,2Pac,16008,
16009,Louis Farrakhan,16009,
16010,Winston Churchill,16010,
16011,Bernie Sanders,16011,
16012,Barack Obama,16012,
16013,Arnold Schwarzenegger,16013,
16014,Ayn Rand,16014,
16015,Alexandria Ocasio-Cortez,16015,
16016,Bill Clinton,16016,
16017,Alec Guinness,16017,
16018,Bill Clinton,16018,
16019,Alec Guinness,16019,
16020,Bernie Sanders,16020,
16021,Mark Zuckerberg,16021,
16022,Ayn Rand,16022,
16023,Barack Obama,16023,
16024,Barack Obama,16024,
16025,Boris Johnson,16025,
16026,Martin Luther King,16026,
16027,Alec Guinness,16027,
16028,Donald Trump,16028,
16029,Alec Guinness,16029,
16030,Christopher Hitchens,16030,
16031,Donald Trump,16031,
16032,Christopher Hitchens,16032,
16033,Barack Obama,16033,
16034,Louis C.K.,16034,
16035,Boris Johnson,16035,
16036,Bill Clinton,16036,
16037,FDR,16037,
16038,Bernie Sanders,16038,
16039,Donald Trump,16039,
16040,Richard Nixon,16040,
16041,Norm MacDonald,16041,
16042,Richard Nixon,16042,
16043,Ayn Rand,16043,
16044,Alec Guinness,16044,
16045,Bill Clinton,16045,
16046,Bernie Sanders,16046,
16047,Martin Luther King,16047,
16048,Louis C.K.,16048,
16049,Christopher Hitchens,16049,
16050,The Notorious B.I.G.,16050,
16051,Barack Obama,16051,
16052,The Notorious B.I.G.,16052,
16053,Bernie Sanders,16053,
16054,Donald Trump,16054,
16055,Mark Zuckerberg,16055,
16056,Ayn Rand,16056,
16057,Barack Obama,16057,
16058,George Carlin,16058,
16059,Bill Clinton,16059,
16060,Bill Clinton,16060,
16061,Winston Churchill,16061,
16062,FDR,16062,
